idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
6050X,-5.318613,2026-04-10T01:00:00+0000,0.0,594.0,3.0,0.7,17.0,36.51861,27.0,GAUCÍN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056X,-5.284446,2026-04-10T01:00:00+0000,0.0,1.0,6.2,3.2,327.0,36.273056,315.0,SAN ROQUE  SOTOGRANDE,93.0,13.8,13.8,14.1,,,,,,,,,,,,,,,,,,,,,,,,
6057X,-5.26,2026-04-10T01:00:00+0000,0.0,140.0,3.5,1.3,339.0,36.378333,337.0,MANILVA,77.0,14.4,14.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,
6058I,-5.154988,2026-04-10T01:00:00+0000,0.0,19.0,2.2,1.2,291.0,36.416954,302.0,ESTEPONA,60.0,16.0,16.4,16.6,1012.6,0.5,13.4,1014.9,8.7,13.5,50.0,0.0,16.5,,,,,,0.0,,,,,,,,,
6069X,-5.024724,2026-04-10T01:00:00+0000,0.0,392.0,1.2,0.2,89.0,36.543613,130.0,BENAHAVIS (LA ZAGALETA - AUTOMATICA),80.0,12.9,12.9,13.3,,,,,,,,,,,,,,,,,,,,,,,,
6076X,-4.953051,2026-04-10T01:00:00+0000,0.0,2.0,4.2,2.7,339.0,36.484445,337.0,MARBELLA (PUERTO BANUS - AUTOMATICA),75.0,15.9,15.9,16.2,,,,,,,,,,,,,,,,,,,,,,,,
6083X,-4.740278,2026-04-10T01:00:00+0000,0.0,2.0,3.8,2.3,317.0,36.483333,300.0,MARBELLA  CABOPINO,68.0,16.8,17.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,
6088X,-4.514998,2026-04-10T01:00:00+0000,0.0,85.0,3.1,1.0,241.0,36.620554,265.0,TORREMOLINOS,75.0,15.3,15.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,
6100B,-4.562222,2026-04-10T01:00:00+0000,0.0,515.0,,,,37.023611,,ANTEQUERA,94.0,13.1,13.1,13.8,,,,,,,,,,,,,,,,,,,,,,,,
6106X,-4.748339,2026-04-10T01:00:00+0000,0.0,408.0,2.0,0.2,30.0,37.029446,333.0,ANTEQUERA-BOBADILLA,86.0,13.6,13.9,14.2,965.8,,,1013.4,11.6,,,,,,,21.0,,,,,,,,,,,,
6127X,-4.69667,2026-04-10T01:00:00+0000,0.0,172.0,4.4,1.2,353.0,36.854723,337.0,ÁLORA  LAS PELONAS,85.0,15.0,15.1,15.3,,,,,,,,,,,,,,,,,,,,,,,,
6143X,-4.760827,2026-04-10T01:00:00+0000,0.0,230.0,,,,36.65778,,COIN (AUTOMATICA),78.0,14.3,14.3,14.8,,,,,,,,,,,,,,,,,,,,,,,,
6155A,-4.482307,2026-04-10T01:00:00+0000,0.0,6.54,6.2,3.8,280.0,36.666118,280.0,MÁLAGA/AEROPUERTO,80.0,15.1,15.4,16.5,1013.0,0.4,14.7,1013.8,12.0,,4.0,0.0,,,,,,,,,,,,,,,,
6156X,-4.48167,2026-04-10T01:00:00+0000,0.0,54.0,4.5,3.1,256.0,36.717784,264.0,MÁLAGA  CENTRO METEOROLÓGICO,85.0,15.0,15.0,16.3,1006.8,0.6,,1013.4,12.5,,10.0,,,,,,,,,,,,,,,,,
6172O,-4.41972,2026-04-10T01:00:00+0000,0.0,25.0,5.0,1.7,185.0,36.716664,211.0,MÁLAGA PUERTO,66.0,17.1,17.2,17.5,1009.9,,,1012.9,10.8,,,,,,,83.0,,,,,,,,,,,,
6175X,-4.286128,2026-04-10T01:00:00+0000,0.0,7.0,,,,36.715046,,RINCON DE LA VICTORIA (AUTOMATICA),80.0,16.4,16.4,16.7,,,,,,,,,,,,,,,,,,,,,,,,
6199X,-4.093611,2026-04-10T01:00:00+0000,0.0,41.0,4.6,2.9,332.0,36.768611,325.0,VELEZ MALAGA (AUTOMATICA),85.0,15.4,15.4,15.9,,,,,,,,,,,,,,,,,,,,,,,,
6201X,-4.043892,2026-04-10T01:00:00+0000,0.0,35.0,3.2,1.9,353.0,36.755836,352.0,ALGARROBO (LA MAYORA - AUTOMATICA),84.0,14.7,15.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,
6205X,-3.95722,2026-04-10T01:00:00+0000,0.0,3.0,3.6,1.6,329.0,36.726384,330.0,TORROX FARO,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,
6213X,-3.845275,2026-04-10T01:00:00+0000,0.0,169.0,4.1,0.5,360.0,36.762776,10.0,NERJA (CUEVAS DE NERJA - AUTOMATICA),67.0,16.5,17.1,17.1,,,,,,,,,,,,,,,,,,,,,,,,
6248D,-3.430278,2026-04-10T01:00:00+0000,,1732.11,19.1,9.1,82.0,36.952222,116.0,CAÑAR  PARQUE NACIONAL SIERRA NEVADA,33.0,14.4,14.6,14.9,827.8,2.7,,,,,14.0,,,,,,,,,,,,,,,,,
6258X,-3.4925,2026-04-10T01:00:00+0000,0.0,708.0,,,,36.923056,,LANJARÓN,25.0,19.4,19.4,19.7,,,,,,,,,,,,,,,,,,,,,,,,
6267X,-3.578623,2026-04-10T01:00:00+0000,0.0,20.0,2.8,0.4,76.0,36.748335,47.0,SALOBREÑA,87.0,14.5,14.7,14.7,,,,,,,,,,,,,,,,,,,,,,,,
6268Y,-3.529267,2026-04-10T01:00:00+0000,0.0,3.0,2.6,1.0,338.0,36.724011,27.0,MOTRIL PUERTO NAÚTICO,77.0,16.6,16.8,17.1,1012.9,0.3,,1013.3,12.7,,32.0,,,,,,,,,,,,,,,,,
6272X,-3.380008,2026-04-10T01:00:00+0000,0.0,235.0,1.8,0.4,186.0,36.734297,182.0,CASTELL DEL FERRO,43.0,20.1,20.4,20.8,,,,,,,,,,,,,,,,,,,,,,,,
6277C,-3.030833,2026-04-10T01:00:00+0000,0.0,25.5,12.6,6.0,253.0,36.748056,240.0,ADRA FARO,53.0,19.2,20.9,29.2,1009.2,1.8,,1012.4,11.0,,20.0,,,,,,,,,,,,,,,,,
6281X,-3.071395,2026-04-10T01:00:00+0000,0.0,1020.0,,,,37.005384,,VÁLOR,30.0,17.7,18.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,
6291B,-2.81305,2026-04-10T01:00:00+0000,0.0,98.0,,,,36.774719,,EL EJIDO (AYUNTAMIENTO - AUTOMATICA),18.0,27.8,27.8,28.6,,,,,,,,,,,,,,,,,,,,,,,,
6293X,-2.701667,2026-04-10T01:00:00+0000,0.0,3.0,15.8,8.8,62.0,36.68694,65.0,ROQUETAS DE MAR-FARO SABINAR,25.0,23.4,25.0,25.9,1011.1,1.5,23.4,1011.4,3.6,20.0,6.0,0.0,23.4,,,,,,0.0,,,,,,,,,
6299I,-2.964444,2026-04-10T01:00:00+0000,,2300.27,21.6,12.0,154.0,37.095833,140.0,LAGUNA SECA  PARQUE NACIONAL SIERRA NEVADA,50.0,8.3,8.3,9.1,773.3,2.6,,,,,15.0,,,,,,,,,,,,,,,,,
6302A,-2.780005,2026-04-10T01:00:00+0000,0.0,869.0,12.0,3.5,359.0,37.141389,34.0,ABLA,23.0,18.6,19.5,19.5,917.7,,,,-2.2,,,,,,,170.0,,,,,,,,,800.9,,,
6307C,-2.897216,2026-04-10T01:00:00+0000,,1713.43,16.7,8.3,96.0,37.052997,101.0,LAÚJAR  PARQUE NACIONAL SIERRA NEVADA,36.0,12.8,13.2,13.7,831.1,1.8,,1015.3,-1.4,,14.0,,,,,,,,,,,,,,,,,
6312E,-2.677185,2026-04-10T01:00:00+0000,0.30000000000000004,601.13,5.1,2.5,285.0,37.020944,20.0,RÁGOL  PARQUE NACIONAL SIERRA NEVADA,50.0,16.0,16.1,18.5,947.8,0.4,,1016.9,5.6,,22.0,,,,,,,,,,,,,,,,,
6325O,-2.356931,2026-04-10T01:00:00+0000,0.0,21.0,17.0,4.6,10.0,36.846344,50.0,ALMERÍA/AEROPUERTO,20.0,26.2,26.3,26.7,1010.9,0.9,23.6,1013.3,1.5,,157.0,,,,,,,,,,,,,,,,,
6329X,-2.193056,2026-04-10T01:00:00+0000,0.0,42.0,21.7,14.3,41.0,36.721945,47.0,CABO DE GATA  FARO,23.0,24.4,24.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,
6332Y,-1.906944,2026-04-10T01:00:00+0000,0.0,222.0,21.6,11.6,29.0,36.942222,24.0,CARBONERAS - FARO MESA ROLDÁN,29.0,21.0,21.1,21.8,,2.8,22.3,,,20.0,13.0,0.0,20.6,,,,,,0.0,,,,,,,,,
6335O,-2.699181,2026-04-10T01:00:00+0000,0.0,969.93,9.1,4.4,159.0,37.109932,126.0,NACIMIENTO  PARQUE NACIONAL SIERRA NEVADA,29.0,16.2,17.6,17.9,907.4,1.3,,1015.5,-0.7,,21.0,,,,,,,,,,,,,,,,,
6340X,-1.828511,2026-04-10T01:00:00+0000,0.0,28.5,7.0,4.0,304.0,37.169278,312.0,GARRUCHA,37.0,18.2,18.6,20.5,,,,,,,,,,,,,,,,,,,,,,,,
6364X,-2.151523,2026-04-10T01:00:00+0000,0.0,508.0,3.0,2.0,314.0,37.40659,345.0,ALBOX,35.0,15.8,16.3,16.4,,,,,,,,,,,,,,,,,,,,,,,,
6367B,-1.943609,2026-04-10T01:00:00+0000,0.0,300.0,,,67.0,37.390556,38.0,HUERCAL OVERA,20.0,17.7,18.0,18.7,982.4,,,1017.4,-5.4,,,,,,,13.0,,,,,,,,,,,,
6375X,-4.742002,2026-04-10T01:00:00+0000,0.0,420.0,3.2,0.9,18.0,37.132343,92.0,FUENTE DE PIEDRA ,83.0,12.9,12.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,
7002Y,-1.586878,2026-04-10T01:00:00+0000,0.0,32.0,3.0,1.6,242.0,37.417241,310.0,ÁGUILAS,26.0,20.7,20.8,22.7,1012.2,0.6,19.1,1016.0,0.6,20.0,24.0,0.0,23.3,,,,,,0.0,,,,,,,,,
7007Y,-1.230556,2026-04-10T01:00:00+0000,0.0,66.0,12.8,2.7,24.0,37.588056,30.0,MAZARRÓN/LAS TORRES,40.0,19.3,19.3,19.7,,,,,,,,,,,,,,,,,,,,,,,,
7012C,-0.987775,2026-04-10T01:00:00+0000,0.0,17.0,4.3,1.8,335.0,37.601115,317.0,CARTAGENA,54.0,16.9,17.2,17.3,,,,,,,,,,,,77.0,,,,,,,,,,,,
7012D,-1.023333,2026-04-10T01:00:00+0000,0.0,55.61,3.8,1.8,271.0,37.604444,295.0,CARTAGENA - TENTEGORRA,46.0,16.6,17.1,17.1,1010.3,0.6,,1016.9,5.3,20.0,31.0,,,,,,,,,,,,,,,,,
7019X,-0.715556,2026-04-10T01:00:00+0000,0.0,2.5,6.9,4.2,351.0,37.635833,10.0,CARTAGENA/SALINAS CABO PALOS,72.0,17.1,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,
7023X,-1.167175,2026-04-10T01:00:00+0000,0.0,140.0,,,,37.726478,,FUENTE ALAMO,51.0,14.7,15.4,15.4,,,,,,,,,,,,,,,,,,,,,,,,
7026X,-0.967505,2026-04-10T01:00:00+0000,0.0,50.0,2.9,0.8,29.0,37.738884,332.0,TORRE PACHECO (C.C.A. AUT.),54.0,16.3,16.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,
7031X,-0.805916,2026-04-10T01:00:00+0000,0.0,4.0,9.3,6.4,10.0,37.778332,360.0,MURCIA/SAN JAVIER,47.0,17.7,18.3,18.4,1016.7,0.4,16.9,1017.2,6.8,,2.0,0.0,,,,,,,,,,,,,,,,
7066Y,-2.218889,2026-04-10T01:00:00+0000,0.0,680.0,,,,38.393333,,EMBALSE DE LA FUENSANTA (AUTOMÁTICA),60.0,11.8,11.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,
7067Y,-2.412981,2026-04-10T01:00:00+0000,0.0,1485.0,,,,38.088419,,CAÑADAS DEL NERPIO,28.0,13.9,13.9,14.2,,,,,,,,,,,,,,,,,,,,,,,,
7072Y,-2.293887,2026-04-10T01:00:00+0000,0.0,960.0,,,,38.294995,,SEGE,54.0,11.6,11.6,12.1,,,,,,,,,,,,,,,,,,,,,,,,
7080X,-1.986391,2026-04-10T01:00:00+0000,0.0,955.0,,,,38.268337,,BENIZAR,38.0,14.0,14.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,
7096B,-1.70294,2026-04-10T01:00:00+0000,0.0,604.57,2.6,1.9,44.0,38.541991,45.0,HELLÍN,48.0,13.5,13.6,14.5,948.7,0.3,,1018.8,2.9,,6.0,,,,,,,,,,,,,,,,,
7103Y,-1.68944,2026-04-10T01:00:00+0000,0.0,615.0,,,,38.588059,,TOBARRA,59.0,12.5,12.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
7119B,-1.877167,2026-04-10T01:00:00+0000,0.0,643.0,2.8,1.1,265.0,38.103131,341.0,CARAVACA FUENTES DEL MARQUÉS,51.0,10.8,11.1,12.7,944.6,0.2,15.8,,,,16.0,0.0,17.5,,,,,,,,,,,,,,,
7121A,-1.702227,2026-04-10T01:00:00+0000,0.0,350.0,2.6,1.6,180.0,38.234167,180.0,CALASPARRA,53.0,13.5,13.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,
7127X,-1.695334,2026-04-10T01:00:00+0000,0.0,690.0,,,,38.049198,,BULLAS,45.0,14.6,14.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,
7138B,-1.335282,2026-04-10T01:00:00+0000,0.0,485.0,2.5,1.3,19.0,38.458887,327.0,JUMILLA  EL ALBAL,66.0,10.1,10.1,10.7,,,,,,,,,,,,,,,,,,,,,,,,
7145D,-1.380598,2026-04-10T01:00:00+0000,0.0,265.0,2.5,0.8,260.0,38.232792,271.0,CIEZA  PARQUE DE BOMBEROS,68.0,11.8,12.3,13.0,,,,,6.5,,,,,,,34.0,,,,,,,,,,,,
7158X,-1.305839,2026-04-10T01:00:00+0000,0.0,150.0,,,,38.128057,,ARCHENA,66.0,13.6,13.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,
7168X,-1.466111,2026-04-10T01:00:00+0000,0.0,319.5,5.3,4.3,273.0,38.052778,282.0,MULA EDAR,57.0,13.9,13.9,14.2,,,,,,,,,,,,,,,,,,,,,,,,
7178I,-1.170836,2026-04-10T01:00:00+0000,0.0,61.84,2.8,1.9,246.0,38.002004,253.0,MURCIA,59.0,14.8,15.3,15.3,1010.5,0.4,13.7,1018.0,7.3,20.0,15.0,0.0,18.8,,,,,,0.0,,,,,19.5,,,,
7195X,-2.058228,2026-04-10T01:00:00+0000,0.0,985.0,,,,37.926002,,CARAVACA (LOS ROYOS- AUT.),47.0,10.0,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
7203A,-1.869755,2026-04-10T01:00:00+0000,0.0,646.0,4.6,1.2,215.0,37.844698,312.0,ZARCILLA DE RAMOS,50.0,12.2,12.2,14.7,,,,,,,,,,,,,,,,,,,,,,,,
7209,-1.687314,2026-04-10T01:00:00+0000,0.0,312.0,2.5,0.5,282.0,37.654837,347.0,LORCA,54.0,14.7,14.7,16.2,,,,,5.5,,,,,,,26.0,,,,,,,,,,,,
7211B,-1.797223,2026-04-10T01:00:00+0000,0.0,445.0,,,,37.568051,,PUERTO LUMBRERAS,38.0,16.7,16.8,16.8,,,,,,,,,,,,,,,,,,,,,,,,
7218Y,-1.5127,2026-04-10T01:00:00+0000,0.0,281.0,3.5,1.0,230.0,37.758556,197.0,TOTANA,51.0,15.6,15.6,16.4,,,,,,,,,,,,,,,,,,,,,,,,
7227X,-1.334725,2026-04-10T01:00:00+0000,0.0,157.0,3.9,1.8,43.0,37.86167,45.0,ALHAMA (COMARZA - AUT.),73.0,12.7,12.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,
7237E,-1.158615,2026-04-10T01:00:00+0000,0.0,170.0,3.0,1.1,296.0,38.13889,350.0,MOLINA DE SEGURA (LOS VALIENTES),63.0,13.6,13.6,13.8,,,,,,,,,,,,,,,,,,,,,,,,
7244X,-0.981414,2026-04-10T01:00:00+0000,0.0,26.0,1.2,0.3,222.0,38.067797,157.0,ORIHUELA DESAMPARADOS,72.0,13.7,13.7,13.9,,,,,,,,,,,,,,,,,,,,,,,,
7247X,-1.037968,2026-04-10T01:00:00+0000,0.0,577.0,2.9,1.9,51.0,38.399586,88.0,PINOSO,56.0,10.5,10.8,11.1,951.8,0.3,,1019.6,2.3,,13.0,,,,,,,,,,,,,,,,,
7250C,-1.033817,2026-04-10T01:00:00+0000,0.0,174.0,,,,38.194389,,ABANILLA,66.0,12.1,12.3,12.7,,,,,,,,,,,,,,,,,,,,,,,,
7261X,-0.715258,2026-04-10T01:00:00+0000,0.0,31.0,2.9,1.0,249.0,38.088036,252.0,ROJALES  EL MOLINO,68.0,14.0,14.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,
7275C,-1.159669,2026-04-10T01:00:00+0000,0.0,640.0,2.9,1.2,253.0,38.601796,243.0,YECLA,58.0,10.6,10.6,11.8,945.5,0.6,12.2,1020.4,2.7,20.0,13.0,0.0,17.4,,,,,,0.0,,,,,,,,,
8005X,-0.795955,2026-04-10T01:00:00+0000,0.0,622.0,,,,38.779987,,FONTANARS - CASA DELS CUPS,64.0,8.5,8.5,8.9,,,,,,,,,,,,,,,,,,,,,,,,
8008Y,-0.865595,2026-04-10T01:00:00+0000,0.0,486.0,0.5,0.0,333.0,38.576968,20.0,VILLENA,73.0,8.1,8.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,
8013X,-0.757713,2026-04-10T01:00:00+0000,0.0,233.0,,,,38.385629,,NOVELDA,49.0,15.5,15.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,
8018X,-0.680643,2026-04-10T01:00:00+0000,0.0,110.0,,,,38.287435,,ELCHE/ALTABIX,45.0,14.3,15.1,15.9,,,,,,,,,,,,,,,,,,,,,,,,
8019,-0.57083,2026-04-10T01:00:00+0000,0.0,43.0,3.6,0.4,20.0,38.282778,30.0,ALICANTE-ELCHE/AEROPUERTO,49.0,15.4,15.5,18.7,1014.0,0.5,15.5,1017.7,4.8,,178.0,0.0,,,,,,,,,,,,,,,,
8025,-0.494167,2026-04-10T01:00:00+0000,0.0,80.66,2.6,1.9,20.0,38.3725,353.0,ALICANTE,45.0,15.4,15.7,15.7,1007.9,0.3,12.6,1017.7,3.8,20.0,13.0,0.0,16.4,,,,,,0.0,,,,,16.3,,,,
8036Y,-0.137786,2026-04-10T01:00:00+0000,0.0,35.6,2.6,1.7,44.0,38.543655,37.0,BENIDORM (PARC LES FOIETES),36.0,17.3,18.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,
8050X,0.166667,2026-04-10T01:00:00+0000,0.0,15.0,4.0,2.1,229.0,38.784167,245.0,JÁVEA  AYUNTAMIENTO,80.0,13.1,13.1,13.9,1017.1,0.3,11.7,1018.9,9.7,15.7,7.0,0.0,18.8,,,,,,0.0,,,,,,,,,
8057C,-0.118261,2026-04-10T01:00:00+0000,0.0,60.0,2.3,0.7,268.0,38.846738,250.0,PEGO,59.0,13.7,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
8058X,-0.065,2026-04-10T01:00:00+0000,0.0,1.0,2.5,1.3,246.0,38.904444,244.0,OLIVA,67.0,12.8,12.9,13.7,1018.4,0.4,,,7.0,,13.0,,,,,,,,,,,,,,,,,
8058Y,-0.137697,2026-04-10T01:00:00+0000,0.0,12.0,4.2,2.6,240.0,38.950299,242.0,MIRAMAR,58.0,14.8,14.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,
8059C,-0.460071,2026-04-10T01:00:00+0000,0.0,530.0,4.4,2.3,243.0,38.710917,262.0,ALCOY,52.0,12.5,12.5,13.4,,,,,,,,,,,,,,,,,,,,,,,,
8072Y,-0.304725,2026-04-10T01:00:00+0000,0.0,340.0,2.1,1.1,128.0,39.016938,147.0,BARX,71.0,10.1,10.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,
8096,-2.131944,2026-04-10T01:00:00+0000,0.0,948.52,2.8,1.0,10.0,40.067222,13.0,CUENCA,41.0,12.5,12.5,13.4,911.6,0.3,9.5,,-0.5,20.0,29.0,0.0,15.7,,,,,,0.0,,,,,15.5,830.0,,,
8155Y,-1.915278,2026-04-10T01:00:00+0000,0.0,830.0,5.2,2.7,37.0,39.555278,70.0,MOTILLA DEL PALANCAR,41.0,13.8,13.8,14.3,,,,,,,,,,,,,,,,,,,,,,,,
8175,-1.856389,2026-04-10T01:00:00+0000,0.0,702.0,4.7,3.4,74.0,38.954167,37.0,ALBACETE/LOS LLANOS,49.0,12.1,12.3,13.2,938.1,0.3,,1019.7,1.9,,8.0,0.0,16.0,,,,,,0.0,,,,,17.6,,,,
8177A,-1.658812,2026-04-10T01:00:00+0000,0.0,880.0,6.6,4.4,90.0,38.937599,95.0,CHINCHILLA/CENAD,37.0,12.9,13.7,13.8,917.8,0.6,,,-0.7,,9.0,,,,,,,,,,,,,,814.2,,,
8178D,-1.862335,2026-04-10T01:00:00+0000,0.0,674.11,1.9,0.6,88.0,39.005577,44.0,ALBACETE OBS.,49.0,12.8,12.8,13.6,941.2,0.2,,1019.5,2.3,,37.0,,,,,,,,,,,,,,,,,
8191Y,-1.435505,2026-04-10T01:00:00+0000,,680.0,5.1,2.6,46.0,39.198747,42.0,LAS ERAS,50.0,11.5,11.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,
8193E,-1.094403,2026-04-10T01:00:00+0000,0.0,372.0,0.6,0.1,333.0,39.208415,227.0,JALANCE,68.0,9.3,9.3,9.9,,,,,,,,,,,,,,,,,,,,,,,,
8198Y,-1.063051,2026-04-10T01:00:00+0000,0.0,710.0,1.2,0.1,191.0,38.850552,212.0,ALMANSA,66.0,7.6,7.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,
8203O,-1.100556,2026-04-10T01:00:00+0000,0.0,881.0,3.7,2.3,67.0,39.083611,82.0,EVC_ZARRA,35.0,14.2,14.4,14.6,922.0,0.2,,,-1.0,,8.0,,,,,,,,,,,,,,853.7,,,
8210Y,-1.503605,2026-04-10T01:00:00+0000,0.0,1160.0,1.4,0.8,86.0,40.103096,102.0,SALVACAÑETE,66.0,4.6,4.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,
8245Y,-1.442571,2026-04-10T01:00:00+0000,0.0,815.0,,,,39.714376,,MIRA,81.0,5.0,5.1,5.4,,,,,,,,,,,,,,,,,,,,,,,,
8270X,-0.79,2026-04-10T01:00:00+0000,0.0,305.0,2.0,1.1,239.0,39.133611,237.0,BICORP,54.0,11.2,11.2,11.9,,,,,,,,,,,,,,,,,,,,,,,,
8283X,-0.607676,2026-04-10T01:00:00+0000,0.0,350.0,1.3,0.3,252.0,38.829441,297.0,ONTINYENT,69.0,9.8,9.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,
8293X,-0.523056,2026-04-10T01:00:00+0000,0.0,88.0,4.0,2.2,238.0,39.001667,229.0,XÁTIVA,59.0,11.5,12.2,12.7,1008.7,0.4,16.4,1019.3,4.5,20.0,11.0,0.0,11.4,,,,,,0.0,,,,,,,,,
8300X,-0.445908,2026-04-10T01:00:00+0000,0.0,25.0,2.6,1.5,180.0,39.113382,180.0,CARCAIXENT,75.0,9.8,10.3,10.7,,,,,,,,,,,,,,,,,,,,,,,,
8309X,-1.244795,2026-04-10T01:00:00+0000,0.0,758.0,3.6,1.6,351.0,39.575455,333.0,UTIEL  LA CUBERA,59.0,9.0,9.0,11.2,932.9,0.2,9.2,,1.5,20.0,7.0,0.0,17.5,,,,,,0.0,,,,,,828.7,,,
8325X,-0.371389,2026-04-10T01:00:00+0000,0.0,11.0,4.6,2.2,266.0,39.183889,262.0,POLINYA,55.0,13.8,13.9,14.3,1017.3,0.4,,1018.6,5.0,,11.0,,,,,,,,,,,,,,,,,
8328X,-0.355833,2026-04-10T01:00:00+0000,0.0,0.0,4.3,2.6,227.0,39.311944,249.0,SOLLANA,72.0,12.1,12.3,12.6,1018.5,0.5,,1018.5,7.4,,14.0,,,,,,,,,,,,,,,,,
8337X,-0.624616,2026-04-10T01:00:00+0000,0.0,186.0,,,,39.392139,,TURIS,72.0,9.0,9.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,
8354X,-1.44139,2026-04-10T01:00:00+0000,0.0,1130.0,2.9,0.5,188.0,40.41972,132.0,ALBARRACÍN,58.0,7.8,7.8,8.6,,,,,,,,,,,,,,,,,,,,,,,,
8368U,-1.124132,2026-04-10T01:00:00+0000,0.0,901.67,2.9,1.1,1.0,40.350714,20.0,TERUEL,57.0,8.5,8.5,9.9,918.0,0.3,7.1,,0.4,18.9,14.0,0.0,15.5,,,,,,0.0,,,,,17.0,841.0,,,
8376,-1.411672,2026-04-10T01:00:00+0000,0.0,1430.0,3.2,2.0,280.0,40.236114,312.0,JABALOYAS  DEPÓSITO,38.0,11.9,11.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,
8381X,-1.283573,2026-04-10T01:00:00+0000,0.0,705.0,,,,40.060558,,ADEMUZ,73.0,6.6,6.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,
8395X,-0.993611,2026-04-10T01:00:00+0000,0.0,515.0,1.6,0.2,325.0,39.753331,7.0,CHELVA,56.0,10.9,11.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,
8409X,-0.653993,2026-04-10T01:00:00+0000,0.0,198.0,4.3,2.6,313.0,39.664008,325.0,LLIRIA,53.0,12.0,13.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,
8414A,-0.474677,2026-04-10T01:00:00+0000,0.0,55.9,3.6,2.3,310.0,39.485015,290.0,VALENCIA/AEROPUERTO,66.0,12.3,12.5,13.2,1011.6,0.5,11.4,1018.3,6.2,,3.0,0.0,,,,,,,,,,,,,,,,
8416Y,-0.366387,2026-04-10T01:00:00+0000,0.0,13.0,2.0,1.3,252.0,39.480557,243.0,VALENCIA DT,56.0,14.6,14.6,15.3,1017.0,0.2,,1019.0,5.9,,9.0,,,,,,,,,,,,,,,,,
8433X,-0.703056,2026-04-10T01:00:00+0000,0.0,759.0,4.0,0.4,288.0,39.911389,307.0,BEJÍS,34.0,13.9,13.9,14.4,,,,,,,,,,,,,,,,,,,,,,,,
8439X,-0.485282,2026-04-10T01:00:00+0000,0.0,400.0,4.0,0.6,263.0,39.795551,245.0,SEGORBE  MASIA HOYA,57.0,11.1,11.1,11.9,,,,,,,,,,,,,,,,,,,,,,,,
8446Y,-0.258878,2026-04-10T01:00:00+0000,0.0,24.0,,,,39.700806,,SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA),83.0,9.9,10.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,
8458X,-0.849428,2026-04-10T01:00:00+0000,0.0,1380.0,2.6,0.5,50.0,40.430517,77.0,CEDRILLAS  ANTENAS,74.0,4.8,4.8,6.3,,,,,,,,,,,,,,,,,,,,,,,,
8472A,-0.54685,2026-04-10T01:00:00+0000,0.0,601.0,3.9,1.7,317.0,40.087706,287.0,ARENOS-PANTANO,60.0,11.7,11.7,12.2,,,,,,,,,,,,,,,,,,,,,,,,
8486X,-0.454339,2026-04-10T01:00:00+0000,0.0,1515.0,3.7,1.3,258.0,40.362515,257.0,MOSQUERUELA  DEPÓSITO,53.0,9.9,10.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,
